image_path,class
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38769911no_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38769914ha_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38770291nj_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38770917mj_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38771073qm_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38771077ax_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38772379ik_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38772714va_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38772829kc_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38773054ng_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38773157kx_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38774385qg_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38774876lv_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38775239fq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38775248js_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38775620mp_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38775722lq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38776091rw_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38776712os_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38776735ut_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38776735xr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38776751cu_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38777275ih_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38777410iq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38777449rl_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38777560gb_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38777969uj_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38778166xo_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38778199kf_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38778294tx_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38778637vx_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38778796iw_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38778799ag_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38779022mm_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38779043xq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38779291qg_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38779483tt_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38779527hr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38779782gk_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38779783mk_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38779989um_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38780756nr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38781201aw_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38781369er_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38782820kr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38783035aa_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38783142ws_1_e.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38783145of_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38783149qa_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38783558kf_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38783560pc_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38788710hx_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38788762tb_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789075gr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789077ww_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789094fu_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789137er_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789137ik_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789147fj_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789200mr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789215mo_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789243bs_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789243pm_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789249lb_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789249wn_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789300kk_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789350lq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789352sx_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789467vr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789469tp_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789474th_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789480lx_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789482vb_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789493ls_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789500kq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789573id_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789573xu_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789599ks_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789613rk_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789650sd_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789667cp_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789667jr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789692aw_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789760gr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789760ht_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789781tf_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789789dn_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789794db_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789795eo_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789813qq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789846mx_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789929tt_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789935ak_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38789952ju_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790037en_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790062xj_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790067sf_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790092rd_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790190ex_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790312aq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790443qq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790511ju_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790578ov_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790627jr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790631de_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790631us_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790650qk_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790690fr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790707iw_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790843cl_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790926qv_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38790969ta_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791016ia_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791025pk_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791043is_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791056tx_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791181gf_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791181kn_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791181su_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791217aw_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791356wj_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791406ts_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791581ue_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791608ni_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791666mv_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791705ih_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791711jh_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38791915qa_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792021ni_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792059xn_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792129sx_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792130cd_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792182sj_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792204pr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792286xm_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792331ig_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792400jp_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792481xb_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792490pr_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792497qm_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38792500ij_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38793844fs_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38793862hg_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38793975kt_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38793975wf_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38794934mb_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38796868ll_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38798092xi_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38801199ov_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38802123pi_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38805255rk_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38805452ln_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38805504jp_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38805843ap_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38806043qm_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38806072qb_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38806092cu_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38806179ns_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38806289kx_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38806733re_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38807086bg_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38807104jk_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38807108ag_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808281wp_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808282rx_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808427kv_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808537an_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808544jn_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808576tv_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808592au_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808595ew_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808660ml_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808664ch_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808677tm_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38808850bq_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38809337of_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38809351sb_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38809889bv_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38810097oq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38810108li_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38810272jk_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38810470nl_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38810578on_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38810686kk_1_r.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38810723rp_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38810804io_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38810852oe_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38811254ws_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38811427pb_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38811607ld_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38811679su_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38812492fm_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38812494vf_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38814005ql_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38814087aq_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38814370wj_1_f.jpg,shirts_shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/shirts_shirts/38814425ju_1_f.jpg,shirts_shirts
